REGION_CODE,CITY,DISTRICT,STORE_NAME,LAT,LONG,TIER,TYPE_OF_STORE,PLANT_TYPE,CLUSTER,GOLD,SILVER,DIAMOND,STATUS
MBC,HA NOI,Quận Long Biên,PNJ Aeon Long Biên,21.027557497166978, 105.9002677533741,Tier 1,NEW CENTER,CH,MBC06,x,,,ON
MBC,HA NOI,Quận Long Biên,PNJ Bạc Aeon Long Biên,21.027557497166978, 105.9002677533741,Tier 1,CENTER,CH,,,,,OFF
MBC,HA NOI,Quận Long Biên,PNJ Savico Hà Nội,21.05102190551261, 105.89753854794913,Tier 1,NEW CENTER,CH,MBC06,x,x,x,ON
MBC,HA NOI,Quận Long Biên,"TTKH 311-313 Nguyễn Văn Cừ,Long Biên",21.04589650423234, 105.87623270307834,Tier 1,NEW CENTER,CH,MBC04,x,x,x,ON
MBC,HA NOI,Quận Nam Từ Liêm,PNJ Vincom Smart City Hà Nội,21.0245, 105.84117,Tier 1,NEW CENTER,CH,MBC06,x,x,,ON
MBC,HA NOI,Quận Nam Từ Liêm,"TTKH 324-326 Nguyễn Trãi, Nam Từ Liêm",10.758078111547714, 106.67871185658115,Tier 1,NEW CENTER,CH,MBC02,x,x,x,ON
MBC,HA NOI,Quận Tây Hồ,CH Bạc Lạc Long Quân HNI,21.05398782020674, 105.80954349752854,Tier 1,CENTER,CH,,,,,OFF
MBC,HA NOI,Quận Thanh Xuân,BigC Lê Trọng Tấn,20.99989558929944, 105.8286517806051,Tier 1,CENTER,CH,,,,,OFF
MBC,HA NOI,Quận Thanh Xuân,"CH Bạc 106B6 Nguyễn Quý Đức,Th",14.48985, 109.09162,Tier 1,CENTER,CH,,,,,OFF
MBC,HA NOI,Quận Thanh Xuân,PNJ Vincom Royalcity,21.001342052074897, 105.81655044964808,Tier 1,NEW CENTER,CH,MBC06,x,x,,ON
MBC,HA TINH,Thành phố Hà Tĩnh,"TTKH 75 Phan Đình Phùng,Hà Tĩn",18.33333, 105.75,Tier 3,NEW CENTER,CH,MBC03,x,x,x,ON
MBC,HA TINH,Thành phố Hà Tĩnh,Vincom Hà Tĩnh,20.9502834, 107.084194,Tier 3,CENTER,CH,,,,,OFF
MBC,HAI DUONG,Thành phố Chí Linh,"TTKH 01 Nguyễn Thái Học,Chí Li",21.06667, 106.31667,Tier 3,NEW CENTER,CH,MBC04,x,x,,ON
MBC,HAI DUONG,Thành phố Chí Linh,Vincom Hải Dương,21.110466, 106.389506,Tier 3,CENTER,CH,,,,,OFF
MBC,HAI DUONG,Thành phố Hải Dương,BigC Hải Dương,21.110466, 106.389506,Tier 2,CENTER,CH,,,,,OFF
MBC,HAI DUONG,Thành phố Hải Dương,"TTKH 113 Phạm Ngũ Lão,Hải Dương",20.91667, 106.33333,Tier 2,NEW CENTER,CH,MBC04,x,x,x,ON
MBC,HAI PHONG,Huyện Thuỷ Nguyên,"TTKH 108-110 Bạch Đằng, Thủy Nguyên",20.934075232220685, 106.74292692878184,Tier 3,NEW CENTER,CH,MBC01,x,x,,ON
MBC,HAI PHONG,Quận Hồng Bàng,PNJ Vincom Imperia Hải Phòng,20.86481, 106.68345,Tier 3,CENTER,CH,MBC01,,,,OFF
MBC,HAI PHONG,Quận Lê Chân,AEONMALL Hải Phòng,20.86481, 106.68345,Tier 1,NEW CENTER,CH,MBC01,x,,,ON
MBC,HAI PHONG,Quận Lê Chân,"TTKH 266A Trần Nguyên Hãn,Hải",20.86481, 106.68345,Tier 1,NEW CENTER,CH,MBC01,x,x,,ON
MBC,HAI PHONG,Quận Ngô Quyền,"PNJ NEXT 54-56 Cầu Đất,Hải Phòng",20.86481, 106.68345,Tier 1,NEXT,CH,MBC01,x,x,x,ON
MBC,HAI PHONG,Quận Ngô Quyền,PNJ Vincom Lê Thánh Tông Hải Phòng,20.8657245, 106.6914145,Tier 1,CENTER,CH,MBC01,,,,OFF
MBC,HAI PHONG,Quận Ngô Quyền,"TTKH 128A Lạch Tray,Hải Phòng",20.77401, 106.74368,Tier 1,NEW CENTER,CH,MBC01,x,x,x,ON
MBC,HAI PHONG,Quận Ngô Quyền,"TTKH 34A-34B Đà Nẵng, Máy Tơ, Quận Ngô Quyền",20.86155186929984, 106.6943488372358,Tier 1,NEW CENTER,CH,MBC01,x,,,ON
MBC,HOA BINH,Thành phố Hòa Bình,"TTKH 720 Cù Chính Lan, Thành Phố Hòa Bình",20.822820710909358, 105.34548749382084,Tier 3,NEW CENTER,CH,MBC05,x,x,,ON
MBC,LANG SON,Thành phố Lạng Sơn,"TTKH 1 Tam Thanh,Lạng Sơn",21.85264, 106.76101,Tier 3,NEW CENTER,CH,MBC04,x,x,,ON
MBC,LAO CAI,Thành phố Lào Cai,"TTKH 188A Hoàng Liên,Lào Cai",22.26667, 103.95,Tier 2,NEW CENTER,CH,MBC05,x,x,,ON
MBC,LAO CAI,Thành phố Lào Cai,"TTKH Ngã 6 Lý Công Uẩn, Lào Cai",22.48556, 103.97066,Tier 2,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,NAM DINH,Thành phố Nam Định,PNJ Bạc BigC Nam Định,20.43389, 106.17729,Tier 2,CENTER,CH,,,,,OFF
MBC,NAM DINH,Thành phố Nam Định,"TTKH 52 Quang Trung,Nam Định",20.43389, 106.17729,Tier 2,NEW CENTER,CH,MBC03,x,x,x,ON
MBC,NGHE AN,Huyện Diễn Châu,"TTKH Diễn Châu, Nghệ An",18.98083, 105.59884,Tier 3,LOW COST,CH,MBC03,x,x,,ON
MBC,NGHE AN,Thành phố Vinh,"PNJ Next LK4 Quang Trung, Vinh",20.5055, 106.14359,Tier 2,NEXT,CH,MBC03,x,x,x,ON
MBC,NGHE AN,Thành phố Vinh,"TTKH 10-11 Quang Trung Vinh,Ng",18.67337, 105.69232,Tier 2,NEW CENTER,CH,MBC03,x,x,x,ON
MBC,NGHE AN,Thành phố Vinh,"TTKH 85 Nguyễn Văn Cừ, Vinh",18.67337, 105.69232,Tier 2,NEW CENTER,CH,MBC03,x,x,x,ON
MBC,NINH BINH,Thành phố Ninh Bình,"TTKH 159 Trần Hưng Đạo,Ninh Bình",20.25809, 105.97965,Tier 2,NEW CENTER,CH,MBC03,x,x,x,ON
MBC,PHU THO,Thành phố Việt Trì,PNJ Vincom Việt Trì,21.31228, 105.395837,Tier 2,CENTER,CH,MBC05,,,,OFF
MBC,PHU THO,Thành phố Việt Trì,"TTKH 1580 Hùng Vương,Việt Trì",21.31228, 105.395837,Tier 2,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,PHU THO,Thành phố Việt Trì,"TTKH 1783-1785 Hùng Vương, Việt Trì",21.32274, 105.40198,Tier 2,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,QUANG NINH,Thành phố Cẩm Phả,"TTKH 245 Trần Phú,Cẩm Phả",21.01004, 107.27345,Tier 3,NEW CENTER,CH,MBC04,x,x,x,ON
MBC,QUANG NINH,Thành phố Hạ Long,BigC Hạ Long,20.954517, 107.085392,Tier 1,CENTER,CH,,,,,OFF
MBC,QUANG NINH,Thành phố Hạ Long,PNJ Vincom Hạ Long,20.9502834, 107.084194,Tier 1,NEW CENTER,CH,MBC04,x,x,,ON
MBC,QUANG NINH,Thành phố Hạ Long,"TTKH Lô 1-2 Trần Hưng Đạo,Hạ L",20.95045, 107.07336,Tier 1,NEW CENTER,CH,MBC04,x,x,x,ON
MBC,QUANG NINH,Thành phố Móng Cái,"TTKH 168 Hùng Vương,Móng Cái",21.52471, 107.96619,Tier 2,NEW CENTER,CH,MBC04,x,x,,ON
MBC,SON LA,Thành phố Sơn La,"TTKH 27 Trường Chinh, Sơn La",21.3256, 103.91882,Tier 3,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,THAI BINH,Thành phố Thái Bình,"TTKH 211-213 Hai Bà Trưng,Thái",20.45, 106.34002,Tier 2,NEW CENTER,CH,MBC03,x,x,x,ON
MBC,THAI NGUYEN,Thành phố Thái Nguyên,"TTKH 110 Lương Ngọc Quyến,Thái",21.5979388, 105.8243686,Tier 2,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,THAI NGUYEN,Thị xã Phổ Yên,"TTKH 213 Lý Nam Đế, Đồng Tiến, Phổ Yên, Thái Nguyên",21.41443177269995, 105.8713677531393,Tier 3,LOW COST,CH,MBC05,x,x,,ON
MBC,THANH HOA,Thành phố Thanh Hóa,PNJ Vincom Trần Phú Thanh Hóa,19.809815, 105.777366,Tier 2,CENTER,CH,MBC03,x,x,,ON
MBC,THANH HOA,Thành phố Thanh Hóa,"TTKH 139-141 Lê Hoàn,Thanh Hóa",19.8, 105.76667,Tier 2,NEW CENTER,CH,MBC03,x,x,x,ON
MBC,TUYEN QUANG,Thành phố Tuyên Quang,"TTKH 82 Quang Trung,Tuyên Quan",21.96252, 105.22799,Tier 3,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,TUYEN QUANG,Thành phố Tuyên Quang,Vincom Tuyên Quang,21.818915, 105.205262,Tier 3,CENTER,CH,,,,,OFF
MBC,VINH PHUC,Thành phố Phúc Yên,"TTKH 12-14 Trần Hưng Đạo, Phúc Yên",21.23695, 105.70483,Tier 2,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,VINH PHUC,Thành phố Vĩnh Yên,"TTKH 13 Lê Xoay,Vĩnh Phúc",21.03333, 105.81667,Tier 2,NEW CENTER,CH,MBC05,x,x,x,ON
MBC,YEN BAI,Thành phố Yên Bái,"TTKH 595 Điện Biên,Yên Bái",21.72288, 104.9113,Tier 3,NEW CENTER,CH,MBC05,x,x,x,ON
MTG,BINH DINH,Huyện Tây Sơn,"TTKH 311 Quang Trung, Tây Sơn",13.94306, 108.87999,Tier 3,LOW COST,CH,MTG04,x,x,,ON
MTG,BINH DINH,Thành phố Qui Nhơn,PNJ BigC Quy Nhơn,13.7546041, 109.2077367,Tier 1,NEW CENTER,CH,MTG04,x,x,x,ON
MTG,BINH DINH,Thành phố Qui Nhơn,PNJ Coop Quy Nhơn,13.77648, 109.22367,Tier 1,NEW CENTER,CH,MTG04,x,x,,ON
MTG,BINH DINH,Thành phố Qui Nhơn,"PNJ Next 07-09-11 Ngô Mây, Lý Thường Kiệt, Thành phố Qui Nhơn, Bình Định",13.767796499852444, 109.22283481718341,Tier 1,NEXT,CH,MTG04,x,x,x,ON
MTG,BINH DINH,Thành phố Qui Nhơn,"TTKH 153 Phan Bội Châu,Quy Nhơ",13.77648, 109.22367,Tier 1,CENTER,CH,MTG04,x,x,,ON
MTG,BINH DINH,Thành phố Qui Nhơn,"TTKH 171 Nguyễn Thái Học,Quy N",13.77648, 109.22367,Tier 1,NEW CENTER,CH,MTG04,x,x,x,ON
MTG,BINH DINH,Thành phố Qui Nhơn,"TTKH 334-336 Trần Hưng Đạo,Quy",13.77648, 109.22367,Tier 1,NEW CENTER,CH,MTG04,x,x,x,ON
MTG,BINH DINH,Thị xã An Nhơn,"TTKH PNJ 279-281 Ngô Gia Tự, An Nhơn",13.88579, 109.10823,Tier 3,CENTER,CH,MTG04,x,x,,ON
MTG,BINH DINH,Thị Xã Hoài Nhơn,"TTKH 268 QUANG TRUNG, H. HOÀI NHƠN",14.50535, 109.02315,Tier 3,CENTER,CH,MTG04,x,x,,ON
MTG,DA NANG,Quận Cẩm Lệ,"TTKH 72 Ông Ích Đường,Cẩm Lệ",16.01771, 108.20381,Tier 2,NEW CENTER,CH,MTG04,x,x,,ON
MTG,DA NANG,Quận Cẩm Lệ,"TTKH PNJ NewCenter – 347 Nguyễn Hữu Thọ, Khuê Trung, Cẩm Lệ, Đà Nẵng",16.06778, 108.22083,Tier 2,NEW CENTER,CH,MTG02,x,x,,ON
MTG,DA NANG,Quận Hải Châu,"CH Bạc 77 Phan Chu Trinh,Hải Châu",15.05, 108.88333,Tier 1,CENTER,CH,MTG02,,,,OFF
MTG,DA NANG,Quận Hải Châu,DC _CHI NHÁNH MIỀN TRUNG,16.057090110639283, 108.21923405930005,,,DC,,,,,ON
MTG,DA NANG,Quận Hải Châu,PNJ Lottemart Đà Nẵng,16.06778, 108.22083,Tier 1,NEW CENTER,CH,MTG01,x,x,,ON
MTG,DA NANG,Quận Hải Châu,"PNJ NEXT 123 Nguyễn Văn Linh,Hải Châu",15.05, 108.88333,Tier 1,NEXT,CH,MTG02,x,x,x,ON
MTG,DA NANG,Quận Hải Châu,Sân bay Đà Nẵng - Quốc tế,16.05646504949382, 108.20322379368588,Tier 1,CENTER,CH,MTG02,,,,OFF
MTG,DA NANG,Quận Hải Châu,"TTKH 123 Hùng Vương,Hải Châu",16.067893, 108.217157,Tier 1,NEW CENTER,CH,MTG02,x,x,x,ON
MTG,DA NANG,Quận Hải Châu,"TTKH 359 Phan Châu Trinh,Hải Châu",16.0568883, 108.2189191,Tier 1,NEW CENTER,CH,MTG03,x,x,,ON
MTG,DA NANG,Quận Hải Châu,"TTKH 455 Núi Thành,Hải Châu",15.05, 108.88333,Tier 1,NEW CENTER,CH,MTG01,x,x,,ON
MTG,DA NANG,Quận Hải Châu,"TTKH 70-72 Trần Phú,Hải Châu",16.0701285, 108.2239216,Tier 1,NEW CENTER,CH,MTG03,x,x,x,ON
MTG,DA NANG,Quận Liên Chiểu,"TTKH 691 Tôn Đức Thắng, Liên C",16.065706, 108.154721,Tier 2,NEW CENTER,CH,MTG01,x,x,,ON
MTG,DA NANG,Quận Ngũ Hành Sơn,"TTKH 165 Nguyễn Văn Thoại,Sơn",15.38333, 108.78333,Tier 2,NEW CENTER,CH,MTG04,x,x,,ON
MTG,DA NANG,Quận Sơn Trà,PNJ Vincom Ngô Quyền Đà Nẵng,16.0589243, 108.2349282,Tier 2,NEW CENTER,CH,MTG04,x,x,,ON
MTG,DA NANG,Quận Thanh Khê,PNJ BigC Đà Nẵng,16.066657, 108.213055,Tier 1,CENTER,CH,MTG03,x,x,,ON
MTG,DA NANG,Quận Thanh Khê,"TTKH 365-369 Nguyễn Văn Linh,Thanh Khê",16.06778, 108.22083,Tier 1,NEW CENTER,CH,MTG04,x,x,,ON
MTG,DA NANG,Quận Thanh Khê,"TTKH 411 Lê Duẩn,Thanh Khê",16.0678837, 108.2082142,Tier 1,NEW CENTER,CH,MTG01,x,x,,ON
MTG,DA NANG,Quận Thanh Khê,"TTKH 513 Điện Biên Phủ,Thanh K",20.95, 106.06667,Tier 1,NEW CENTER,CH,MTG01,x,x,x,ON
MTG,QUANG BINH,Huyện Bố Trạch,"TTKH 404 Hùng Vương, H. Bố Trạch",17.58436, 106.53425,Tier 3,CENTER,CH,MTG03,x,x,,ON
MTG,QUANG BINH,thành phố Đồng Hới,PNJ Vincom Đồng Hới,17.46885, 106.62226,Tier 1,NEW CENTER,CH,MTG03,x,x,,ON
MTG,QUANG BINH,thành phố Đồng Hới,"TTK 05, Mẹ Suốt, Tp Đồng Hới",17.46885, 106.62226,Tier 1,NEW CENTER,CH,MTG03,x,x,,ON
MTG,QUANG BINH,thành phố Đồng Hới,"TTKH 79A Trần Hưng Đạo,Đồng Hớ",17.46885, 106.62226,Tier 1,NEW CENTER,CH,MTG03,x,x,x,ON
MTG,QUANG BINH,Thị xã Ba Đồn,"TTKH 93 Hùng Vương,Ba Đồn",17.75353, 106.42355,Tier 2,CENTER,CH,MTG03,x,x,,ON
MTG,QUANG NAM,Huyện Núi Thành,"TTKH 244 PHẠM VĂN ĐỒNG, H. NÚI",15.43194, 108.65946,Tier 3,CENTER,CH,MTG02,x,x,,ON
MTG,QUANG NAM,Huyện Thăng Bình,"TTKH 42 Nguyễn Hoàng, Huyện Thăng Bình",15.73333, 108.36667,Tier 3,LOW COST,CH,MTG02,x,x,,ON
MTG,QUANG NAM,Thành phố Hội An,"TTKH 236 Lý Thường Kiệt,Hội An",15.87944, 108.335,Tier 2,NEW CENTER,CH,MTG02,x,x,x,ON
MTG,QUANG NAM,Thành phố Hội An,Vinpearl Nam Hội An,15.8802681, 108.3268883,Tier 3,CENTER,CH,MTG01,,,,OFF
MTG,QUANG NAM,Thành phố Tam Kỳ,"TTKH 461 Phan Châu Trinh,Tam K",15.565279, 108.494337,Tier 1,NEW CENTER,CH,MTG02,x,x,x,ON
MTG,QUANG NAM,Thị xã Điện Bàn,"TTKH 2 Trần Quy Cáp, Vĩnh Điện, Điện Bàn, Quảng Nam",15.88853, 108.25447,Tier 3,CENTER,CH,MTG02,x,x,,ON
MTG,QUANG NGAI,Huyện Bình Sơn,"TTKH 181 Phạm Văn Đồng, TT Châu Ổ, H Bình Sơn, Quảng Ngãi",15.12047, 108.79232,Tier 3,CENTER,CH,MTG02,x,x,,ON
MTG,QUANG NGAI,Thành phố Quảng Ngãi,PNJ Bạc Coop Quảng Ngãi,15.12047, 108.79232,Tier 2,CENTER,CH,MTG02,,,,OFF
MTG,QUANG NGAI,Thành phố Quảng Ngãi,PNJ Vincom Quảng Ngãi,15.12047, 108.79232,Tier 1,NEW CENTER,CH,MTG02,x,x,,ON
MTG,QUANG NGAI,Thành phố Quảng Ngãi,"TTKH 234 Phan Đình Phùng,Quảng",15.12047, 108.79232,Tier 1,NEW CENTER,CH,MTG02,x,x,x,ON
MTG,QUANG NGAI,Thành phố Quảng Ngãi,"TTKH 358-360 Quang Trung,Quảng Ngãi",15.12047, 108.79232,Tier 1,CENTER,CH,MTG02,x,x,x,ON
MTG,QUANG NGAI,Thành phố Quảng Ngãi,TTKH Hùng Vương QNI,6.14543, 6.78845,Tier 2,CENTER,CH,MTG02,,,,OFF
MTG,QUANG NGAI,Thị Xã Đức Phổ,"TTKH 245 Nguyễn Nghiêm, TX Đức Phổ",14.78, 108.97857,Tier 3,CENTER,CH,MTG02,x,x,,ON
MTG,QUANG TRI,Thành phố Đông Hà,"TTKH 86 Quốc Lộ 9B,Đông Hà",20.96667, 106.3,Tier 1,NEW CENTER,CH,MTG03,x,x,x,ON
MTG,QUANG TRI,Thị Xã Quảng Trị,"Số 10 Trần Hưng Đạo, Thị Xã Quảng Trị, tỉnh Quảng Trị",16.75, 107.2,Tier 3,CENTER,CH,MTG03,x,x,,ON
MTG,THUA THIEN HUE,Thành phố Huế,"271 Trần Hưng Đạo, Huế",16.4619, 107.59546,Tier 1,NEW CENTER,CH,MTG01,x,x,,ON
MTG,THUA THIEN HUE,Thành phố Huế,"PNJ AEON Mall Huế, Lô T110, tầng 1, Võ Nguyên Giáp, An Đông",16.4619, 107.59546,Tier 1,NEW CENTER,CH,MTG01,x,x,,ON
MTG,THUA THIEN HUE,Thành phố Huế,PNJ Bạc BigC Huế,16.4619, 107.59546,Tier 2,CENTER,CH,MTG03,,,,OFF
MTG,THUA THIEN HUE,Thành phố Huế,PNJ Vincom Huế,16.4619, 107.59546,Tier 1,NEW CENTER,CH,MTG01,x,,,ON
MTG,THUA THIEN HUE,Thành phố Huế,"TTKH 176 Mai Thúc Loan,Huế",16.4619, 107.59546,Tier 1,CENTER,CH,MTG01,x,x,,ON
MTG,THUA THIEN HUE,Thành phố Huế,"TTKH 186 Hùng Vương,Huế",16.4619, 107.59546,Tier 1,NEW CENTER,CH,MTG01,x,x,x,ON
MTG,THUA THIEN HUE,Thành phố Huế,"TTKH 27 Hà Nội,Huế",16.4619, 107.59546,Tier 1,NEXT,CH,MTG01,x,x,x,ON
MTG,THUA THIEN HUE,Thị xã Hương Thủy,"TTKH 1066 Nguyễn Tất Thành, Phú Bài",16.41077611012309, 107.67566569369451,Tier 3,NEW CENTER,CH,MTG01,x,x,,ON
MTY,AN GIANG,Huyện Châu Phú,"129 Quốc lộ 91, TT. Cái Dầu, Châu Phú, An Giang",10.57166, 105.16991,Tier 3,CENTER,CH,MTY03,x,x,,ON
MTY,AN GIANG,Huyện Chợ Mới,"TTKH 13A Nguyễn Hữu Cảnh,Chợ Mới, An Giang",22.0, -102.5,Tier 3,LOW COST,CH,MTY03,x,x,,ON
MTY,AN GIANG,Huyện Thoại Sơn,"TTKH 146 Nguyễn Huệ, Thoại Sơn, An Giang",22.0, -102.5,Tier 3,CENTER,CH,MTY03,x,x,,ON
MTY,AN GIANG,Thành phố Châu Đốc,PNJ Coop Châu Đốc,10.7, 105.11667,Tier 2,CENTER,CH,MTY03,x,,,ON
MTY,AN GIANG,Thành phố Châu Đốc,"TTKH 19-21 Nguyễn Văn Thoại,Châu Đốc",10.709306, 105.118396,Tier 2,NEW CENTER,CH,MTY03,x,x,x,ON
MTY,AN GIANG,Thành phố Long Xuyên,PNJ Coop Long Xuyên,10.38639, 105.43518,Tier 1,CENTER,CH,MTY03,,,,OFF
MTY,AN GIANG,Thành phố Long Xuyên,PNJ Vincom Long Xuyên,10.383757, 105.43705,Tier 1,NEW CENTER,CH,MTY03,x,x,,ON
MTY,AN GIANG,Thành phố Long Xuyên,"TTKH 1179, Trần Hưng Đạo, Long Xuyên, An Giang",10.383757, 105.43705,Tier 1,NEW CENTER,CH,MTY03,x,x,x,ON
MTY,AN GIANG,Thành phố Long Xuyên,"TTKH 198 Hà Hoàng Hổ,Long Xuyên",10.378078, 105.435364,Tier 1,NEW CENTER,CH,MTY03,x,x,x,ON
MTY,AN GIANG,Thành phố Long Xuyên,"TTKH 65 Hai Bà Trưng,Long Xuyên",10.38639, 105.43518,Tier 1,CENTER,CH,MTY03,x,,x,ON
MTY,AN GIANG,Thị xã Tân Châu,"TTKH 107 Nguyễn Tri Phương, Tân Châu",22.0, -102.5,Tier 3,CENTER,CH,MTY03,x,x,,ON
MTY,BAC LIEU,Thành phố Bạc Liêu,"TTKH 15 Bà Triệu,Bạc Liêu",9.29414, 105.72776,Tier 2,CENTER,CH,MTY04,,,,OFF
MTY,BAC LIEU,Thành phố Bạc Liêu,"TTKH 165 Trần Phú,Bạc Liêu",9.29414, 105.72776,Tier 2,CENTER,CH,MTY04,x,x,x,ON
MTY,BAC LIEU,Thành phố Bạc Liêu,TTKH Vincom shophouse Bạc Liêu,9.29414, 105.72776,Tier 2,NEW CENTER,CH,MTY04,x,x,x,ON
MTY,BAC LIEU,Thành phố Bạc Liêu,Vincom Bạc Liêu,9.291023, 105.720843,Tier 2,CENTER,CH,MTY04,,,,OFF
MTY,BAC LIEU,Thị xã Giá Rai,"TTKH 46-48 Quốc lộ 1A, P. Hộ Phòng, Giá Rai, Bạc Liêu",9.23444, 105.45833,Tier 3,CENTER,CH,MTY04,x,x,,ON
MTY,BEN TRE,Huyện Bình Đại,"TTKH 170, khu phố 1, Bình Đại",10.178388406757463, 106.70278997182221,Tier 3,LOW COST,CH,MTY04,x,,,ON
MTY,BEN TRE,Thành phố Bến Tre,PNJ SenseCity Bến Tre,10.24147, 106.37585,Tier 2,NEW CENTER,CH,MTY04,x,x,,ON
MTY,BEN TRE,Thành phố Bến Tre,"TTKH 58C-62C Đồng Khởi,Bến Tre",10.24147, 106.37585,Tier 2,NEW CENTER,CH,MTY04,x,x,x,ON
