REGION_CODE,CITY,DISTRICT,STORE_NAME,LAT,LONG,TIER,TYPE_OF_STORE,PLANT_TYPE,CLUSTER,GOLD,SILVER,DIAMOND,STATUS
MTY,BEN TRE,Thành phố Bến Tre,TTKH 81 NDC,10.24147, 106.37585,Tier 2,CENTER,CH,MTY04,x,x,x,ON
MTY,CA MAU,Huyện Năm Căn,"TTKH 163 Nguyễn Tất Thành, Năm Căn",6.0, 12.5,Tier 3,CENTER,CH,MTY04,x,x,,ON
MTY,CA MAU,Thành phố Cà Mau,PNJ Sensecity Cà Mau,9.17682, 105.15242,Tier 2,NEW CENTER,CH,MTY04,x,x,,ON
MTY,CA MAU,Thành phố Cà Mau,"TTKH 153D Nguyễn Tất Thành, Cà Mau",9.17682, 105.15242,Tier 2,NEW CENTER,CH,MTY04,x,x,x,ON
MTY,CA MAU,Thành phố Cà Mau,"TTKH 4A Hùng Vương,Cà Mau",9.17682, 105.15242,Tier 2,CENTER,CH,MTY04,,,,OFF
MTY,CA MAU,Thành phố Cà Mau,"TTKH 70 Trần Hưng Đạo,Cà Mau",9.17682, 105.15242,Tier 2,CENTER,CH,MTY04,x,x,x,ON
MTY,CAN THO,Quận Ninh Kiều,"Center 178 Trần Hưng Đạo, Ninh Kiều",10.034998, 105.775148,Tier 1,NEW CENTER,CH,MTY01,x,x,x,ON
MTY,CAN THO,Quận Ninh Kiều,CH Bạc Hai Bà Trưng CTO,40.90649, -72.74343,Tier 1,CENTER,CH,MTY01,,,,OFF
MTY,CAN THO,Quận Ninh Kiều,DC_ CHI NHÁNH MIỀN TÂY,10.024757846023213, 105.77503555812707,,,DC,,,,,ON
MTY,CAN THO,Quận Ninh Kiều,"NEXT 209 Ba Mươi Tháng Tư, Ninh Kiều",10.03711, 105.78825,Tier 1,NEXT,CH,MTY01,x,,x,ON
MTY,CAN THO,Quận Ninh Kiều,PNJ Lottemart Cần Thơ,10.03711, 105.78825,Tier 1,CENTER,CH,MTY01,x,x,,OFF
MTY,CAN THO,Quận Ninh Kiều,PNJ Sensecity Cần Thơ,10.03711, 105.78825,Tier 1,NEW CENTER,CH,MTY01,x,x,,ON
MTY,CAN THO,Quận Ninh Kiều,PNJ Vincom Xuân Khánh,10.024829, 105.774634,Tier 1,NEW CENTER,CH,MTY01,x,x,,ON
MTY,CAN THO,Quận Ninh Kiều,"TTKH 208 Nguyễn Văn Cừ,Ninh Ki",10.047446, 105.769213,Tier 1,NEW CENTER,CH,MTY01,x,,x,ON
MTY,CAN THO,Quận Ninh Kiều,"TTKH 46 Ngô Quyền,Ninh Kiều",10.0342608, 105.7874126,Tier 1,NEW CENTER,CH,MTY01,x,x,x,ON
MTY,CAN THO,Quận Ô Môn,"TTKN 30-32 Trân Hưng Đạo, Ô Môn, Cần Thơ",10.10974, 105.62318,Tier 3,CENTER,CH,MTY01,x,x,x,ON
MTY,CAN THO,Quận Thốt Nốt,PNJ Coop Thốt Nốt,10.27213, 105.5338,Tier 3,NEW CENTER,CH,MTY01,x,x,,ON
MTY,CAN THO,Quận Thốt Nốt,"TTKH 288 Quốc lộ 91, Thốt Nốt, CT",41.66704, -72.66648,Tier 3,NEW CENTER,CH,MTY01,x,x,x,ON
MTY,DONG THAP,Huyện Tháp Mười,"TTKH 54-56 Hùng Vương, Tháp Mười, Đồng Tháp",10.51879125175496, 105.84460042611424,Tier 3,CENTER,CH,MTY02,x,x,,ON
MTY,DONG THAP,Thành phố Cao Lãnh,PNJ Coop Cao Lãnh,10.46017, 105.63294,Tier 2,CENTER,CH,MTY02,x,x,,ON
MTY,DONG THAP,Thành phố Cao Lãnh,PNJ Vincom Cao Lãnh,10.46017, 105.63294,Tier 2,CENTER,CH,MTY02,x,x,,ON
MTY,DONG THAP,Thành phố Cao Lãnh,"TTKH 110 Nguyễn Huệ, Tp Cao Lãnh, Đồng Tháp",10.456175203215714, 105.63701778933493,Tier 2,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,DONG THAP,Thành phố Cao Lãnh,"TTKH 86 Nguyễn Huệ,Cao Lãnh",10.46017, 105.63294,Tier 2,CENTER,CH,MTY02,,,,OFF
MTY,DONG THAP,Thành phố Hồng Ngự,Co.op Hồng Ngự,10.8, 105.35,Tier 3,CENTER,CH,MTY02,,,,OFF
MTY,DONG THAP,Thành phố Hồng Ngự,"TTKH 71-73 Trần Hưng Đạo, H.Ng",10.8088688667059, 105.34440875125415,Tier 3,CENTER,CH,MTY02,x,x,x,ON
MTY,DONG THAP,Thành phố Sa Đéc,Co.op Sa Đéc,10.29085, 105.75635,Tier 2,CENTER,CH,MTY02,x,x,,ON
MTY,DONG THAP,Thành phố Sa Đéc,"TTKH 124 Hùng Vương,Sa Đéc",10.29136, 105.766926,Tier 2,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,HAU GIANG,Huyện Long Mỹ,"TTKH 85-87 đường 30/4, Long Mỹ, Huyện Hậu Giang",9.681537206985759, 105.57370467822405,Tier 3,CENTER,CH,MTY04,x,x,x,ON
MTY,HAU GIANG,Thành phố Ngã Bảy,"TTKH 1039A Hùng Vương, Ngã Bảy",9.81371, 105.82096,Tier 3,CENTER,CH,MTY04,x,x,x,ON
MTY,HAU GIANG,Thành phố Vị Thanh,PNJ Vincom Hậu Giang,10.75599363463862, 106.64693104825035,Tier 2,CENTER,CH,MTY04,,,,OFF
MTY,HAU GIANG,Thành phố Vị Thanh,"TTKH 94-96 Nguyễn Thái Học,Vị Thanh",9.78449, 105.47012,Tier 2,NEW CENTER,CH,MTY04,x,x,x,ON
MTY,KIEN GIANG,Huyện Châu Thành,"TTKH 609 QL61, Châu Thành, Kiêng Giang",41.5, 75.0,Tier 3,CENTER,CH,MTY03,x,x,,ON
MTY,KIEN GIANG,Thành phố Hà Tiên,"TTKH 167-169 Mạc Thiên Tích,Hà Tiên",10.3831, 104.48753,Tier 3,NEW CENTER,CH,MTY03,x,x,x,ON
MTY,KIEN GIANG,Thành phố Phú Quốc,"TTKH 200A Nguyễn Trung Trực,Phú Quốc",10.22409, 103.97156,Tier 2,NEW CENTER,CH,MTY03,x,x,x,ON
MTY,KIEN GIANG,Thành phố Phú Quốc,"TTKH 69 Nguyễn Văn Cừ, An Thới, Phú Quốc",10.22409, 103.97156,Tier 2,CENTER,CH,MTY03,x,x,,ON
MTY,KIEN GIANG,Thành phố Phú Quốc,Vinpearl 1 Phú Quốc,47.27541, 8.4897,Tier 2,CENTER,CH,MTY03,,,,OFF
MTY,KIEN GIANG,Thành phố Phú Quốc,Vinpearl 2 Phú Quốc,47.28167, 8.45023,Tier 2,CENTER,CH,MTY03,,,,OFF
MTY,KIEN GIANG,Thành phố Rạch Giá,"TTKH 03 Phan Thị Ràng, Rạch Giá",10.003258, 105.081058,Tier 2,NEW CENTER,CH,MTY03,x,x,x,ON
MTY,KIEN GIANG,Thành phố Rạch Giá,"TTKH 353 Nguyễn Trung Trực,Rạc",9.997393, 105.092149,Tier 2,CENTER,CH,MTY03,x,x,x,ON
MTY,KIEN GIANG,Thành phố Rạch Giá,"TTKH 38 Hoàng Hoa Thám,Rạch Giá",10.01245, 105.08091,Tier 2,NEW CENTER,CH,MTY03,x,x,x,ON
MTY,LONG AN,Huyện Bến Lức,"PNJ Coop Bến Lức 61 QL1A, khu phố 4, TT Bến Lức, Bến Lức, Long An",10.65, 106.48333,Tier 3,CENTER,CH,MTY02,x,,,ON
MTY,LONG AN,Huyện Bến Lức,"TTKH 107 Nguyễn Hữu Thọ, Bến Lức, Long An",10.636931, 106.488917,Tier 3,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,LONG AN,Huyện Cần Đước,"TTKH 8-9 KP Khang Gia, Huyện Cần Đước",10.50966, 106.60308,Tier 3,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,LONG AN,Huyện Cần Giuộc,"PNJ Coop Cần Giuộc Ấp Thanh Ba, Xã Mỹ Lộc , Huyện Cần Giuộc , Long An",10.60857, 106.67135,Tier 3,CENTER,CH,MTY02,x,,,ON
MTY,LONG AN,Huyện Cần Giuộc,TTKH 300 QL50 Long An,10.60857, 106.67135,Tier 3,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,LONG AN,Huyện Đức Hòa,"TTKH 118C-119C DT824, Đức Hòa",10.82365, 106.45735,Tier 3,CENTER,CH,MTY02,x,x,x,ON
MTY,LONG AN,Thành phố Tân An,PNJ Coop Tân An,10.53589, 106.41366,Tier 2,NEW CENTER,CH,MTY02,x,x,,ON
MTY,LONG AN,Thành phố Tân An,PNJ Vincom Tân An,10.53589, 106.41366,Tier 2,CENTER,CH,MTY02,,,,OFF
MTY,LONG AN,Thành phố Tân An,"TTKH 123B Hùng Vương,Tân An",10.53589, 106.41366,Tier 2,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,LONG AN,Thành phố Tân An,"TTKH 51 Trương Định,Tân An",10.53589, 106.41366,Tier 2,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,SOC TRANG,Thành phố Sóc Trăng,PNJ Coop Sóc Trăng,9.59995, 105.97193,Tier 2,CENTER,CH,MTY04,x,x,,ON
MTY,SOC TRANG,Thành phố Sóc Trăng,"TTKH 139 Trần Hưng Đạo,Sóc Trăng",9.59995, 105.97193,Tier 2,NEW CENTER,CH,MTY04,x,x,x,ON
MTY,SOC TRANG,Thành phố Sóc Trăng,"TTKH 25 Hai Bà Trưng,Sóc Trăng",9.59995, 105.97193,Tier 2,NEW CENTER,CH,MTY04,x,,x,ON
MTY,TIEN GIANG,Huyện Cái Bè,PNJ Sense Market Cái Bè,10.33566, 106.03226,Tier 3,NEW CENTER,CH,MTY01,x,x,,ON
MTY,TIEN GIANG,Thành phố Mỹ Tho,PNJ Coop Mỹ Tho,10.36004, 106.35996,Tier 2,NEW CENTER,CH,MTY01,x,x,,ON
MTY,TIEN GIANG,Thành phố Mỹ Tho,PNJ Go Mỹ Tho,10.36004, 106.35996,Tier 2,NEW CENTER,CH,MTY01,x,x,,ON
MTY,TIEN GIANG,Thành phố Mỹ Tho,"TTKH 112 Nam Kỳ Khởi Nghĩa, Mỹ Tho",10.36004, 106.35996,Tier 2,NEW CENTER,CH,MTY01,x,x,x,ON
MTY,TIEN GIANG,Thành phố Mỹ Tho,"TTKH 30/2 Ấp Bắc,Mỹ Tho",10.36004, 106.35996,Tier 2,NEW CENTER,CH,MTY01,x,x,x,ON
MTY,TIEN GIANG,Thị xã Cai Lậy,PNJ Coop Cai Lậy,10.4, 106.11667,Tier 3,NEW CENTER,CH,MTY01,x,x,,ON
MTY,TIEN GIANG,Thị xã Gò Công,PNJ Coop Gò Công,10.36667, 106.66667,Tier 3,NEW CENTER,CH,MTY01,x,,,ON
MTY,TIEN GIANG,Thị xã Gò Công,"TTKH 61A Trương Định, Gò Công",10.36667, 106.66667,Tier 3,NEW CENTER,CH,MTY01,x,x,x,ON
MTY,TRA VINH,Thành phố Trà Vinh,Co.op Trà Vinh,9.935281, 106.341557,Tier 3,CENTER,CH,MTY02,,,,OFF
MTY,TRA VINH,Thành phố Trà Vinh,PNJ Go Trà Vinh,9.94719, 106.34225,Tier 2,CENTER,CH,MTY02,x,x,,ON
MTY,TRA VINH,Thành phố Trà Vinh,"TTKH 2 Điện Biên Phủ,Trà Vinh",9.94719, 106.34225,Tier 2,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,TRA VINH,Thành phố Trà Vinh,Vincom Trà Vinh,9.935281, 106.341557,Tier 3,CENTER,CH,MTY02,,,,OFF
MTY,TRA VINH,Thị xã Duyên Hải,PNJ Co.opmart Duyên Hải,9.63497, 106.49237,Tier 3,CENTER,CH,MTY02,,,,OFF
MTY,TRA VINH,Thị xã Duyên Hải,"TTKH 136 đường 2/9, Thị Trấn Duyên Hải, TX.Duyên Hải, Trà Vinh",45.83333, 12.21667,Tier 3,CENTER,CH,MTY02,x,x,x,ON
MTY,VINH LONG,Thành phố Vĩnh Long,PNJ Coop Vĩnh Long,10.25369, 105.9722,Tier 2,CENTER,CH,MTY02,x,x,,ON
MTY,VINH LONG,Thành phố Vĩnh Long,PNJ Vincom Vĩnh Long,10.249055, 105.974873,Tier 2,CENTER,CH,MTY02,,,,OFF
MTY,VINH LONG,Thành phố Vĩnh Long,"TTKH 1B Trưng Nữ Vương,Vĩnh Lo",10.25369, 105.9722,Tier 2,NEW CENTER,CH,MTY02,x,x,x,ON
MTY,VINH LONG,Thành phố Vĩnh Long,"TTKH 53A Phạm Thái Bường, Vĩnh Long",10.25369, 105.9722,Tier 2,NEW CENTER,CH,MTY02,x,x,,ON
MTY,VINH LONG,Thị xã Bình Minh,"TTKH 100 Ngô Quyền, Bình Minh, Vĩnh Long",10.06994606128981, 105.81950410815011,Tier 3,CENTER,CH,MTY02,x,x,,ON
TNN,BINH THUAN,Huyện Tuy Phong,"PNJ Coop Phan Rí Cửa đường Lý Thường Kiệt, Khu phố Minh Tân, Thị trấn Phan Rí Cửa, Huyện Tuy Phong, Tỉnh Bình Thuận",11.17236, 108.56719,Tier 3,CENTER,CH,TNN04,x,,,ON
TNN,BINH THUAN,Thành phố Phan Thiết,PNJ Coop Phan Thiết,10.92889, 108.10208,Tier 2,NEW CENTER,CH,TNN04,x,,,ON
TNN,BINH THUAN,Thành phố Phan Thiết,"TTKH 196 - 198 Tôn Đức Thắng, Phan Thiết",10.92889, 108.10208,Tier 2,NEW CENTER,CH,TNN04,x,x,x,ON
TNN,BINH THUAN,Thành phố Phan Thiết,"TTKH 40 Nguyễn Thị Minh Khai,P",10.92889, 108.10208,Tier 2,NEW CENTER,CH,TNN04,x,x,x,ON
TNN,BINH THUAN,Thị Xã Lagi,"TTKH 70A - 70B Lê Lợi, Lagi",10.65993, 107.77206,Tier 3,NEW CENTER,CH,TNN04,x,x,x,ON
TNN,DAK LAK,Huyện Krong Pac,"TTKH Giải Phóng, Phước An",15.48819, 108.30736,Tier 3,LOW COST,CH,TNN01,x,x,,ON
TNN,DAK LAK,Thành phố Buôn Mê Thuột,DC _CHI NHÁNH TÂY NGUYÊN,12.690738089060153, 108.06150602615003,,,DC,,,,,ON
TNN,DAK LAK,Thành phố Buôn Mê Thuột,GO BUÔN MA THUỘT,12.66747, 108.03775,Tier 1,NEW CENTER,CH,TNN01,x,x,,ON
TNN,DAK LAK,Thành phố Buôn Mê Thuột,PNJ Coop Buôn Ma Thuột,12.66747, 108.03775,Tier 1,NEW CENTER,CH,TNN01,x,x,,ON
TNN,DAK LAK,Thành phố Buôn Mê Thuột,PNJ Vincom Buôn Ma Thuột,12.681747, 108.044099,Tier 1,CENTER,CH,TNN01,,,,OFF
TNN,DAK LAK,Thành phố Buôn Mê Thuột,"TTKH 190-192 Nguyễn Tất Thành,",12.690675288665586, 108.06153821265718,Tier 1,CENTER,CH,TNN01,x,x,x,ON
TNN,DAK LAK,Thành phố Buôn Mê Thuột,"TTKH 239, Phan Chu Trinh, TP. Buôn Mê Thuột",12.690881581041308, 108.0504186287905,Tier 1,NEW CENTER,CH,TNN01,x,x,x,ON
TNN,DAK LAK,Thành phố Buôn Mê Thuột,"TTKH 32 Quang Trung, Buôn Ma Thuột",12.66747, 108.03775,Tier 1,NEW CENTER,CH,TNN01,x,x,x,ON
TNN,DAK LAK,Thành phố Buôn Mê Thuột,"TTKH 7-9 Y Wang,Buôn Ma Thuột",12.66747, 108.03775,Tier 1,CENTER,CH,TNN01,x,x,x,ON
TNN,DAK LAK,Thị xã Buôn Hồ,PNJ Coop Buôn Hồ,12.95, 108.3,Tier 3,CENTER,CH,TNN01,,,,OFF
TNN,DAK LAK,Thị xã Buôn Hồ,"TTKH 487 Hùng Vương, Buôn Hồ",12.95, 108.3,Tier 3,CENTER,CH,TNN01,x,x,x,ON
TNN,DAK NONG,Huyện Dak Mil,"TTKH 148-150 Nguyễn Tất Thành,",45.46427, 9.18951,Tier 3,CENTER,CH,TNN03,x,x,x,ON
TNN,DAK NONG,Thành phố Gia Nghĩa,PNJ Coop Đắk Nông,12.100152768867913, 107.91100379575842,Tier 2,CENTER,CH,TNN03,x,x,,ON
TNN,DAK NONG,Thành phố Gia Nghĩa,"TTKH 92-94 Huỳnh Thúc Kháng,Gi",12.00423, 107.69074,Tier 2,NEW CENTER,CH,TNN03,x,,x,ON
TNN,GIA LAI,Huyện Chu Se,"TTKH 748 Hùng Vương, Chư Sê",13.698680136124645, 108.07483219417608,Tier 3,CENTER,CH,TNN01,x,x,x,ON
TNN,GIA LAI,Thành phố Pleiku,"778 Phạm Văn Đồng, Pleiku",13.98333, 108.0,Tier 2,NEW CENTER,CH,TNN01,x,x,x,ON
TNN,GIA LAI,Thành phố Pleiku,PNJ Coop Pleiku,13.98333, 108.0,Tier 2,CENTER,CH,TNN01,x,x,,ON
TNN,GIA LAI,Thành phố Pleiku,"TTKH 122 Hoàng Văn Thụ,Pleiku",13.98333, 108.0,Tier 2,NEW CENTER,CH,TNN01,x,x,x,ON
TNN,GIA LAI,Thành phố Pleiku,"TTKH 504 Hùng Vương,Pleiku",13.98333, 108.0,Tier 2,CENTER,CH,TNN01,x,x,x,ON
TNN,GIA LAI,Thị xã An Khê,"TTKH 367 Quang Trung, P. An Phú, An Khê, Gia Lai",72.0, -40.0,Tier 3,CENTER,CH,TNN01,x,x,x,ON
TNN,KHANH HOA,Thành phố Cam Ranh,"TTKH 245 Phạm Văn Đồng,Cam Ran",11.92144, 109.15913,Tier 2,CENTER,CH,TNN02,x,x,x,ON
TNN,KHANH HOA,Thành phố Nha Trang,"A & B Central Square, TP.  Nha Trang",42.83528, 22.65167,Tier 2,CENTER,CH,TNN02,,,,OFF
TNN,KHANH HOA,Thành phố Nha Trang,Co.op Nha Trang,12.24507, 109.19432,Tier 2,CENTER,CH,TNN02,,,,OFF
TNN,KHANH HOA,Thành phố Nha Trang,PNJ Center Nha Trang,12.248057, 109.196001,Tier 2,CENTER,CH,TNN02,,,,OFF
TNN,KHANH HOA,Thành phố Nha Trang,PNJ GoldCoast Nha Trang,12.24507, 109.19432,Tier 1,CENTER,CH,TNN02,x,x,,ON
TNN,KHANH HOA,Thành phố Nha Trang,PNJ Lottemart Nha Trang,12.24507, 109.19432,Tier 1,NEW CENTER,CH,TNN02,x,x,,ON
TNN,KHANH HOA,Thành phố Nha Trang,PNJ Vincom Lê Thánh Tông Nha Trang,12.24507, 109.19432,Tier 1,CENTER,CH,TNN02,,,,OFF
TNN,KHANH HOA,Thành phố Nha Trang,PNJ Vincom Trần Phú Nha Trang,12.24507, 109.19432,Tier 1,CENTER,CH,TNN02,x,x,,ON
TNN,KHANH HOA,Thành phố Nha Trang,"TTKH 25-27 Lý Thánh Tôn,Nha Tr",12.24507, 109.19432,Tier 1,NEW CENTER,CH,TNN02,x,x,x,ON
TNN,KHANH HOA,Thành phố Nha Trang,"TTKH 443-445, Đường 2 tháng 4, Nha Trang",12.24507, 109.19432,Tier 1,NEW CENTER,CH,TNN02,x,x,x,ON
TNN,KHANH HOA,Thành phố Nha Trang,"TTKH 72 Thái Nguyên,Nha Trang",12.24507, 109.19432,Tier 1,CENTER,CH,TNN02,x,x,x,ON
TNN,KHANH HOA,Thành phố Nha Trang,Vinpearl Land Nha Trang,12.24507, 109.19432,Tier 2,CENTER,CH,TNN02,,,,OFF
TNN,KHANH HOA,Thị xã Ninh Hòa,PNJ Vincom+ Ninh Hoà,12.486543188604927, 109.13122728566773,Tier 3,CENTER,CH,TNN02,x,,,ON
TNN,KON TUM,Thành phố Kon Tum,Co.op Kon Tum,14.3497205, 108.0044011,Tier 3,CENTER,CH,TNN01,,,,OFF
TNN,KON TUM,Thành phố Kon Tum,PNJ Vincom Kon Tum,14.35451, 108.00759,Tier 2,CENTER,CH,TNN01,x,x,,ON
TNN,KON TUM,Thành phố Kon Tum,"TTKH 297 Trần Hưng Đạo,Kon Tum",14.35451, 108.00759,Tier 2,NEW CENTER,CH,TNN01,x,x,x,ON
TNN,LAM DONG,Huyện Di Linh,"TTKH 1044 Hùng Vuong, TT. Di Linh",11.590193230446012, 108.07972424332377,Tier 3,CENTER,CH,TNN03,x,x,x,ON
TNN,LAM DONG,Huyện Đức Trọng,"TTKH 121 Thống Nhất,Đức Trọng",11.62686, 108.3533,Tier 3,NEW CENTER,CH,TNN03,x,x,x,ON
TNN,LAM DONG,Huyện Đức Trọng,"TTKH 248, QL20, Đức Trọng",11.62686, 108.3533,Tier 3,NEW CENTER,CH,TNN03,,,,OFF
TNN,LAM DONG,Huyện Lâm Hà,"TTKH 736, Hùng Vương, Đình Văn, Huyện Lâm Hà",11.78624, 108.24282,Tier 3,NEW CENTER,CH,TNN03,x,x,x,ON
TNN,LAM DONG,Thành phố Bảo Lộc,PNJ Coop Bảo Lộc,11.54798, 107.80772,Tier 2,CENTER,CH,TNN03,x,,,ON
TNN,LAM DONG,Thành phố Bảo Lộc,PNJ Vincom Bảo Lộc,11.54798, 107.80772,Tier 2,CENTER,CH,TNN03,,,,OFF
TNN,LAM DONG,Thành phố Bảo Lộc,"TTKH 663-665a Trần Phú, Bảo Lộc",11.54798, 107.80772,Tier 2,NEW CENTER,CH,TNN03,x,x,x,ON
TNN,LAM DONG,Thành phố Đà Lạt,25- 27 Phan Bội Châu-Đà Lạt,11.94440803650854, 108.43790278935832,Tier 2,NEW CENTER,CH,TNN03,x,x,x,ON
TNN,LAM DONG,Thành phố Đà Lạt,PNJ BigC Đà Lạt,11.9388769, 108.4456196,Tier 2,NEW CENTER,CH,TNN03,x,x,x,ON
TNN,LAM DONG,Thành phố Đà Lạt,"TTKH 282 Phan Đình Phùng,Đà Lạt",11.950853141131232, 108.4343513117697,Tier 2,NEW CENTER,CH,TNN03,x,x,x,ON
TNN,LAM DONG,Thành phố Đà Lạt,"TTKH 71 Phan Chu Trinh, Đà Lạt",11.952109328275315, 108.46641040894406,Tier 2,NEW CENTER,CH,TNN03,x,x,x,ON
TNN,NINH THUAN,Thành phố Phan Rang - Tháp Chàm,PNJ Vincom Ninh Thuận,11.75, 108.83333,Tier 2,NEW CENTER,CH,TNN04,x,x,,ON
TNN,NINH THUAN,Thành phố Phan Rang - Tháp Chàm,"TTKH 261 Ngô Gia Tự, Phan Rang",11.56432, 108.98858,Tier 2,CENTER,CH,TNN04,x,x,x,ON
TNN,NINH THUAN,Thành phố Phan Rang - Tháp Chàm,"TTKH 560 Thống Nhất,Phan Rang",11.56432, 108.98858,Tier 2,NEW CENTER,CH,TNN04,x,x,x,ON
TNN,PHU YEN,Thành phố Tuy Hòa,PNJ Vincom Tuy Hoà,13.101343031701955, 109.30924341690746,Tier 2,CENTER,CH,TNN02,x,x,,ON
TNN,PHU YEN,Thành phố Tuy Hòa,"TTKH 199B Trần Hưng Đạo,Tuy Hò",13.09546, 109.32094,Tier 2,CENTER,CH,TNN02,x,x,x,ON
TNN,PHU YEN,Thành phố Tuy Hòa,"TTKH 248-250 Hùng Vương, Tuy Hòa",13.095567185788287, 109.31239977882143,Tier 2,NEW CENTER,CH,TNN02,x,x,x,ON
